Nombre,Tipo,Fecha_Desde ,Fecha_Hasta,País,Lugar,Territorio,Entidad,Escenario,Descripcion_del_Evento,Pagina_Web,email
CLASICA DE AGUAZUL,Campeonato Nacional,17/10/2013,19/10/2013,COLOMBIA,Aguazul , Casanare,FEDERACIÓN COLOMBIANA DE CICLISMO,,,,
CLASICA FUTURAS ESTRELLAS,Campeonato Nacional,25/10/2013,27/10/2013,COLOMBIA,Medellín, Antioquia,FEDERACIÓN COLOMBIANA DE CICLISMO,,,,
CLASICA SAN FELIX,Campeonato Nacional,25/10/2013,27/10/2013,COLOMBIA,Chinchina , Caldas,FEDERACIÓN COLOMBIANA DE CICLISMO,,,,
XII - XIII VALIDA NACIONAL BMX,Campeonato Nacional,09/11/2013,10/11/2013,COLOMBIA,Chinchina , Caldas,FEDERACIÓN COLOMBIANA DE CICLISMO,,,,
VUELTA JUVENIL DE ANTIOQUIA,Campeonato Nacional,15/11/2013,17/11/2013,COLOMBIA,Antioquia ,Antioquia,FEDERACIÓN COLOMBIANA DE CICLISMO,,,,
VUELTA NACIONAL DEL FUTURO,Campeonato Nacional,27/11/2013,30/11/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN COLOMBIANA DE CICLISMO,,,,
AGUINALDO FUSAGASUGUEÑO,Campeonato Nacional,01/12/2013,01/12/2013,COLOMBIA,Fusagasugá, Cundinamarca,FEDERACIÓN COLOMBIANA DE CICLISMO,,,,
CAMPEONATO MUNDIAL DE COLEO CONFEDERACIONES,Campeonato Mundial,11/05/2013,12/05/2013,MEXICO,Mexico D.F.,,FEDERACIÓN COLOMBIANA DE COLEO,,,,
COPA BOTALON,Torneo Abierto,01/06/2013,02/06/2013,COLOMBIA,San Jose Del Guaviare , Guaviare,FEDERACIÓN COLOMBIANA DE COLEO,,,,
ORGULLO RONDONEÑO,Torneo Abierto,08/06/2013,09/06/2013,COLOMBIA,Puerto Rondon , Arauca,FEDERACIÓN COLOMBIANA DE COLEO,,,,
LA CACHERA DE ORO,Torneo Abierto,15/06/2013,16/06/2013,COLOMBIA,Tame , Arauca,FEDERACIÓN COLOMBIANA DE COLEO,,,,
LOS CRIOLLITOS DE CASTILLA,Torneo Abierto,15/06/2013,15/06/2013,COLOMBIA,Castilla La Nueva , Meta,FEDERACIÓN COLOMBIANA DE COLEO,,,,
COPA SAN PADRINO,Torneo Abierto,22/06/2013,23/06/2013,COLOMBIA,Castilla La Nueva , Meta,FEDERACIÓN COLOMBIANA DE COLEO,,,,
ENCUENTRO CONFRATERNIDAD COLOMBO VENEZOLANA,Torneo Abierto,29/06/2013,30/06/2013,COLOMBIA,Villavicencio , Meta,FEDERACIÓN COLOMBIANA DE COLEO,,,,
ASUNCION DE ORO,Torneo Abierto,29/06/2013,30/06/2013,COLOMBIA,Tame , Arauca,FEDERACIÓN COLOMBIANA DE COLEO,,,,
XXVII TALENTO SAN MARTINERO,Torneo Abierto,30/06/2013,30/06/2013,COLOMBIA,San Martin , Meta,FEDERACIÓN COLOMBIANA DE COLEO,,,,
HARTON DE ORO,Torneo Abierto,06/07/2013,07/07/2013,COLOMBIA,Tame , Arauca,FEDERACIÓN COLOMBIANA DE COLEO,,,,
PROGRESO GARANTIZADO,Torneo Abierto,14/07/2013,14/07/2013,COLOMBIA,Castilla La Nueva , Meta,FEDERACIÓN COLOMBIANA DE COLEO,,,,
COPA LIBERTADORES,Torneo Abierto,20/07/2013,20/07/2013,COLOMBIA,San Jose Del Guaviare , Guaviare,FEDERACIÓN COLOMBIANA DE COLEO,,,,
GUARRACUCO DE ORO,Torneo Abierto,20/07/2013,20/07/2013,COLOMBIA,Barranca De Upia , Meta,FEDERACIÓN COLOMBIANA DE COLEO,,,,
EL SARGENTO DE ORO,Torneo Abierto,20/07/2013,20/07/2013,COLOMBIA,Villavicencio , Meta,FEDERACIÓN COLOMBIANA DE COLEO,,,,
II VALIDA DEPARTAMENTAL,Evento de Preparacion Deportiva,27/07/2013,28/07/2013,COLOMBIA,Villavicencio , Meta,FEDERACIÓN COLOMBIANA DE COLEO,,,,
FIESTAS PATRONALES SAN LORENZO DE ORO,Torneo Abierto,10/08/2013,11/08/2013,COLOMBIA,Arauquita , Arauca,FEDERACIÓN COLOMBIANA DE COLEO,,,,
FIESTAS PATRONALES DE TAME,Torneo Abierto,17/08/2013,18/08/2013,COLOMBIA,Tame , Arauca,FEDERACIÓN COLOMBIANA DE COLEO,,,,
CANOERO DE ORO,Torneo Abierto,17/08/2013,18/08/2013,COLOMBIA,Puerto Lopez , Meta,FEDERACIÓN COLOMBIANA DE COLEO,,,,
YURUPARI DE ORO,Torneo Abierto,18/08/2013,19/08/2013,COLOMBIA,San Jose Del Guaviare , Guaviare,FEDERACIÓN COLOMBIANA DE COLEO,,,,
CAMPEONATO MUNDIAL DE COLEO,Campeonato Mundial,01/09/2013,30/09/2013,VENEZUELA,Sin Definir,,FEDERACIÓN COLOMBIANA DE COLEO,,,,
VII COPA FEDERACION,Torneo Abierto,07/09/2013,07/09/2013,COLOMBIA,Villavicencio , Meta,FEDERACIÓN COLOMBIANA DE COLEO,,,,
CAMPEONATO NACIONAL CATEGORIA SUB-18,Campeonato Nacional,07/09/2013,07/09/2013,COLOMBIA,Villavicencio , Meta,FEDERACIÓN COLOMBIANA DE COLEO,,,,
LA LORA DE ORO,Torneo Abierto,14/09/2013,14/09/2013,COLOMBIA,Villavicencio , Meta,FEDERACIÓN COLOMBIANA DE COLEO,,,,
GAVAN DE ORO,Torneo Abierto,14/09/2013,15/09/2013,COLOMBIA,Puerto Rondon , Arauca,FEDERACIÓN COLOMBIANA DE COLEO,,,,
COPA ENELAR,Torneo Abierto,21/09/2013,22/09/2013,COLOMBIA,Arauca , Arauca,FEDERACIÓN COLOMBIANA DE COLEO,,,,
VIRGEN DE LAS MERCEDES,Torneo Abierto,28/09/2013,29/09/2013,COLOMBIA,Tame , Arauca,FEDERACIÓN COLOMBIANA DE COLEO,,,,
III VALIDA DEPARTAMENTAL,Evento de Preparacion Deportiva,28/09/2013,29/09/2013,COLOMBIA,Villavicencio , Meta,FEDERACIÓN COLOMBIANA DE COLEO,,,,
CAMPEONATO NACIONAL CATEGORIA ELITE,Campeonato Nacional,28/09/2013,29/09/2013,COLOMBIA,San Jose Del Guaviare , Guaviare,FEDERACIÓN COLOMBIANA DE COLEO,,,,
CAMPEONATO NACIONAL FEMENINO,Campeonato Nacional,28/09/2013,29/09/2013,COLOMBIA,San Jose Del Guaviare , Guaviare,FEDERACIÓN COLOMBIANA DE COLEO,,,,
COPA AGROMART,Torneo Abierto,05/10/2013,05/10/2013,COLOMBIA,Villavicencio , Meta,FEDERACIÓN COLOMBIANA DE COLEO,,,,
EL FRENO DE ORO,Torneo Abierto,05/10/2013,06/10/2013,COLOMBIA,Fortul , Arauca,FEDERACIÓN COLOMBIANA DE COLEO,,,,
XIV SAN MARTIN DE ORO,Torneo Abierto,06/10/2013,06/10/2013,COLOMBIA,San Martin , Meta,FEDERACIÓN COLOMBIANA DE COLEO,,,,
PREMUNDIALITO,Torneo Abierto,06/10/2013,06/10/2013,COLOMBIA,Villavicencio , Meta,FEDERACIÓN COLOMBIANA DE COLEO,,,,
COPA EL REJO,Torneo Abierto,12/10/2013,13/10/2013,COLOMBIA,San Jose Del Guaviare , Guaviare,FEDERACIÓN COLOMBIANA DE COLEO,,,,
FESTIVAL DEL RETORNO,Torneo Abierto,12/10/2013,14/10/2013,COLOMBIA,Acacias , Meta,FEDERACIÓN COLOMBIANA DE COLEO,,,,
XVII ENCUENTRO MUNDIAL DE COLEO,Campeonato Mundial,12/10/2013,14/10/2013,COLOMBIA,Villavicencio , Meta,FEDERACIÓN COLOMBIANA DE COLEO,,,,
COPA CABRESTERO,Torneo Abierto,26/10/2013,27/10/2013,COLOMBIA,Arauca , Arauca,FEDERACIÓN COLOMBIANA DE COLEO,,,,
COPA COLONIZADORES,Torneo Abierto,02/11/2013,03/11/2013,COLOMBIA,San Jose Del Guaviare , Guaviare,FEDERACIÓN COLOMBIANA DE COLEO,,,,
IX GHIRIGUARE DE ORO,Torneo Abierto,02/11/2013,03/11/2013,COLOMBIA,Puerto Gaitan , Meta,FEDERACIÓN COLOMBIANA DE COLEO,,,,
XLVII ESTRIBO DE ORO,Torneo Abierto,09/11/2013,11/11/2013,COLOMBIA,San Martin , Meta,FEDERACIÓN COLOMBIANA DE COLEO,,,,
TAPARAS DE ORO,Torneo Abierto,09/11/2013,10/11/2013,COLOMBIA,Saravena , Arauca,FEDERACIÓN COLOMBIANA DE COLEO,,,,
EL BONGUERO DE ORO,Torneo Abierto,16/11/2013,17/11/2013,COLOMBIA,Arauquita , Arauca,FEDERACIÓN COLOMBIANA DE COLEO,,,,
II COPA NACIONAL AGUILA DE ORO,Torneo Abierto,16/11/2013,17/11/2013,COLOMBIA,Puerto Lopez , Meta,FEDERACIÓN COLOMBIANA DE COLEO,,,,
FIESTAS DE ARAUCA,Torneo Abierto,05/12/2013,08/12/2013,COLOMBIA,Arauca , Arauca,FEDERACIÓN COLOMBIANA DE COLEO,,,,
II FESTIVAL LLANERO,Torneo Abierto,07/12/2013,08/12/2013,COLOMBIA,Villavicencio , Meta,FEDERACIÓN COLOMBIANA DE COLEO,,,,
PETROLITO DE ORO,Torneo Abierto,07/12/2013,08/12/2013,COLOMBIA,Castilla La Nueva , Meta,FEDERACIÓN COLOMBIANA DE COLEO,,,,
COPA GUAVIARE,Torneo Abierto,14/12/2013,15/12/2013,COLOMBIA,San Jose Del Guaviare , Guaviare,FEDERACIÓN COLOMBIANA DE COLEO,,,,
FIESTAS DE RONDON,Torneo Abierto,14/12/2013,15/12/2013,COLOMBIA,Puerto Rondon , Arauca,FEDERACIÓN COLOMBIANA DE COLEO,,,,
CAMPEONATO MUNDIAL DE COLEO,Campeonato Mundial,14/12/2013,15/12/2013,PANAMA,Panamá,,FEDERACIÓN COLOMBIANA DE COLEO,,,,
4TA VALIDA CIRCUITO ACCURACY - COPA CERINZA PARAPENTE ACCURACY,Campeonato Nacional,01/01/2013,31/12/2013,COLOMBIA,Pachavita , Boyacá,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
COLOMBIA ONLINE - XCOLOMBIA 2013,Campeonato Nacional,01/01/2013,31/12/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CAMPEONATO NACIONAL ACROBACIA,Campeonato Nacional,01/01/2013,31/12/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
NOVATOS Y SUPER NOVATOS,Campeonato Nacional,01/01/2013,31/12/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CAMPEONATO NACIONAL DE PARAPENTE - 1ER VALIDA CIRCUITO NACIONAL,Campeonato Nacional,05/01/2013,12/01/2013,COLOMBIA,Roldanillo , Valle del Cauca,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
2013 WORLD CUP SUPERFINAL,Campeonato Mundial,15/01/2013,26/01/2013,COLOMBIA,Roldanillo , Valle del Cauca,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
HOMBRES PÁJARO COLOMBIA 2013,Campeonato Mundial,27/01/2013,02/02/2013,COLOMBIA,Roldanillo , Valle del Cauca,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CAPACITACION EN MANEJO DE SOFTWARE Y PROGRAMAS DE CLASIFICACION,Evento Académico,08/02/2013,10/02/2013,COLOMBIA,Sopetran , Antioquia,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
2DA VALIDA CIRCUITO NACIONAL - COPA DE OCCIDENTE SOPETRAN,Campeonato Nacional,08/02/2013,10/02/2013,COLOMBIA,Sopetran , Antioquia,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
2013 PARAGLIDING WORLD CUP AFRICA,Copa Mundo,23/02/2013,02/03/2013,SUDAFRICA,Porterville,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
ENTRENAMIENTO SELECCIÓN COLOMBIA DE PARACAIDISMO,Evento de Preparacion Deportiva,27/02/2013,08/03/2013,ESTADOS UNIDOS,Florida,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CAMPEONATO ABIERTO DE PARACAIDISMO FLCPA DE CANOPY PILOTING,Evento de Preparacion Deportiva,02/03/2013,05/03/2013,ESTADOS UNIDOS,Florida,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
ENCUENTRO RECREATIVO - APIA 2013,Campeonato Nacional,23/03/2013,25/03/2013,COLOMBIA,Apia , Risaralda,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CAMPEONATO ABIERTO DE VUELO RELATIVO Y DE PRECISIÓN DE ATERRIZAJE,Campeonato Nacional,28/03/2013,31/03/2013,COLOMBIA,Flandes , Tolima,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
ENTRENAMIENTO SELECCIÓN COLOMBIA DE PARACAIDISMO,Evento de Preparacion Deportiva,29/03/2013,31/03/2013,ESTADOS UNIDOS,Florida,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
ENTRENAMIENTO SELECCIÓN COLOMBIA DE PARACAIDISMO,Evento de Preparacion Deportiva,12/04/2013,14/04/2013,ESTADOS UNIDOS,Florida,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
2013 WORLD CUP BRAZIL,Copa Mundo,13/04/2013,20/04/2013,ESTADOS UNIDOS,Florida,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
ROB KELLS MEET,Campeonato Norteamericano,13/04/2013,19/04/2013,ESTADOS UNIDOS,Florida,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
COMPETENCIA DE VUELO RELATIVO 16 WAY DE AMERICA LATINA,Campeonato Latinoamericano,18/04/2013,21/04/2013,MEXICO,Mexico,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
FLYTEC RACE AND RALLY,Concentracion Internacional,25/04/2013,28/04/2013,ESTADOS UNIDOS,Florida,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
TOPGUN DE AEROMODELISMO,Open Internacional,01/05/2013,05/05/2013,ESTADOS UNIDOS,Florida,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
ENTRENAMIENTO SELECCIÓN COLOMBIA DE PARACAIDISMO,Evento de Preparacion Deportiva,01/05/2013,07/05/2013,ESTADOS UNIDOS,Florida,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
2013 USPA CP Nationals,Campeonato Norteamericano,08/05/2013,10/05/2013,ESTADOS UNIDOS,Florida,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
1RA VALIDA CIRCUITO ACCURACY - COPA RUITOQUE PARAPENTE ACCURACY,Campeonato Nacional,11/05/2013,13/05/2013,COLOMBIA,Bucaramanga , Santander,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
ENTRENAMIENTO SELECCION COLOMBIA DE PARAPENTE,Concentracion Internacional,06/06/2013,10/06/2013,COLOMBIA,Cali , Valle del Cauca,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
3RA VALIDA CIRCUITO NACIONAL,Campeonato Nacional,07/06/2013,10/06/2013,COLOMBIA,Roldanillo , Valle del Cauca,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
2DO ENCUENTRO DE PARAMOTOR,Campeonato Nacional,07/06/2013,09/06/2013,COLOMBIA,Villavicencio , Meta,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CAMPEONATO NACIONAL F3N/F3C,Campeonato Nacional,08/06/2013,09/06/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
2DA VALIDA ENTRENAMIENTO WORLD GAMES-COPA CIUDAD DE CALI PARAPENTE ACCURACY,Campeonato Nacional,08/06/2013,10/06/2013,COLOMBIA,Cali , Valle del Cauca,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
2013 WORLD CUP FRANCE,Copa Mundo,22/06/2013,29/06/2013,FRANCIA,Val Louron,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
TORNEO IMAC Y HELICOPTEROS,Torneo Abierto,28/06/2013,01/07/2013,COLOMBIA,Rionegro , Antioquia,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
COPA IYOMA 2013,Campeonato Nacional,28/06/2013,01/07/2013,COLOMBIA,Roldanillo , Valle del Cauca,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CAMPEONATO NACIONAL DE PARACAIDISMO CANOPY PILOTING,Campeonato Nacional,28/06/2013,01/07/2013,COLOMBIA,Cali , Valle del Cauca,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CAMPEONATO NACIONAL DE PARACAIDISMO EN CAIDA LIBRE Y PARACAIDISMO MILITAR INTER FUERZAS 2013,Campeonato Nacional,28/06/2013,01/07/2013,COLOMBIA,Melgar , Tolima,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
3RA VALIDA CIRCUITO ACCURACY -COPA RUITOQUE PARAPENTE ACCURACY,Campeonato Nacional,29/06/2013,01/07/2013,COLOMBIA,Ricaurte , Cundinamarca,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
ENCUENTRO NACIONAL ANSERMANUEVO,Campeonato Nacional,06/07/2013,08/07/2013,COLOMBIA,Ansermanuevo , Valle del Cauca,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
13TH WORLD PARAGLIDING CHAMPIONSHIP,Campeonato Mundial,13/07/2013,26/07/2013,BULGARIA,Sopot,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
4TA VALIDA CIRCUITO NACIONAL,Campeonato Nacional,19/07/2013,21/07/2013,COLOMBIA,Apia , Risaralda,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
WORLD GAMES CALI 2013,Campeonato Mundial,25/07/2013,04/08/2013,COLOMBIA,Cali , Valle del Cauca,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
PARANOIA ACROBATIXXX,Juegos Olímpicos de Verano,02/08/2013,04/08/2013,AUSTRALIA,Zell Am See,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CAMPEONATO NACIONAL DE ALA DELTA,Campeonato Nacional,04/08/2013,10/08/2013,COLOMBIA,Roldanillo , Valle del Cauca,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CAMPEONATO LATINOAMERICANO DE PARACAIDISMO,Campeonato Latinoamericano,05/08/2013,11/08/2013,PARAGUAY,Paraguay ,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
2013 WORLD CUP SERBIA,Copa Mundo,10/08/2013,17/08/2013,SERBIA,Raska Kopaonik,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
28O. CAMPEONATO MUNDIAL FAI PARA CATEGORIA F3A,Campeonato Mundial,15/08/2013,25/08/2013,SUDAFRICA,Henley On Klip,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CAMPEONATO SUIZO,Juegos Olímpicos de Verano,16/08/2013,19/08/2013,SUIZA,Wessen,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
5TA VALIDA CIRCUITO NACIONAL,Campeonato Nacional,16/08/2013,19/08/2013,COLOMBIA,El Cerrito , Valle del Cauca,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CAMPEONATO NACIONAL F4C,Campeonato Nacional,17/08/2013,19/08/2013,COLOMBIA,Melgar , Tolima,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CAMPEONATO NACIONAL F3F,Campeonato Nacional,17/08/2013,18/08/2013,COLOMBIA,Bucaramanga , Santander,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
COPA COLOMBIA,Campeonato Nacional,18/08/2013,20/08/2013,COLOMBIA,Flandes , Tolima,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
7TH WORLD PARAGLIDING ACCURACY CHAMPIONSHIP,Clasificatorio al Mundial,18/08/2013,25/08/2013,BOSNIA AND HERZEGOVINA ,Bjelasnica; Sarajevo,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CAMPEONATO BRASILERO DE ALA DELTA,Open Internacional,25/08/2013,31/08/2013,BRASIL,Brasilia,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CAMPEONATO FRANCES,Juegos Olímpicos de Verano,30/08/2013,02/09/2013,FRANCIA,Annecy,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CAMPEONATO MUNDIAL EMPURIABRAVA ESPAÑA 2013,Campeonato Mundial,01/09/2013,30/09/2013,ESPAÑA,España, ,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
2013 WORLD CUP TURKEY,Copa Mundo,01/09/2013,07/09/2013,TURQUIA,Herzincan,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
2013 BELGIAN PARAGLIDING OPEN,Open Internacional,03/09/2013,09/09/2013,SUIZA,Disentis,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
SANTA CRUZ FLATS RACE,Open Internacional,15/09/2013,22/09/2013,ESTADOS UNIDOS,Arizona,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
COPA ICARO,Juegos Olímpicos de Verano,20/09/2013,23/09/2013,FRANCIA,St. Hilaire,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
USA NATIONALS FORMATION SKYDIVING 4 WAY,Campeonato Norteamericano,24/09/2013,29/09/2013,ESTADOS UNIDOS,Chicago,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
COPA TOCAIMA,Campeonato Nacional,11/10/2013,14/10/2013,COLOMBIA,Tocaima , Cundinamarca,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
TORNEO SEMILLEROS ACROBACIA AVIONES Y HELICOPTEROS,Torneo Abierto,11/10/2013,14/10/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CANOA OPEN 2013,Campeonato Latinoamericano,31/10/2013,02/11/2013,ECUADOR,Manabi,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
10° ENCUETRO DE PARAPENTE PACHAVITA 2013,Campeonato Nacional,09/11/2013,11/11/2013,COLOMBIA,Pachavita , Boyacá,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
ACROLATINO,Campeonato Latinoamericano,23/11/2013,25/11/2013,ECUADOR,Ibarra,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
WORLD PARAGLIDING SERIES 2013,Clasificatorio al Mundial,30/11/2013,07/12/2013,COLOMBIA,Roldanillo , Valle del Cauca,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
ACROARICA,Campeonato Latinoamericano,05/12/2013,08/12/2013,CHILE,Arica,,FEDERACIÓN COLOMBIANA DE DEPORTES AÉREOS,,,,
CNC y CCN Selectiva Prueba Completa Juegos Bolivarianos,Torneo Abierto,10/05/2013,12/05/2013,COLOMBIA,Sopo , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Nacional de Salto-Chequeo Camp. Centroemaricano Infantil; Prejuvenil; Juvenil; Jovenes,Torneo Abierto,16/05/2013,19/05/2013,COLOMBIA,Cajica , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso de Salto Chequeo Campeonato Centroamericano-Gira de Occidente,Torneo Abierto,17/05/2013,19/05/2013,COLOMBIA,Rionegro , Antioquia,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Nacional de Adiestramiento Primer Chequeo Juegos Bolivarianos,Torneo Abierto,18/05/2013,19/05/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Clinica para Jinetes de Adiestramiento,Evento de Preparacion Deportiva,23/05/2013,26/05/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Nacional de Salto; Chequeo Camp. Centroamericano Infantil-Prejuvenil; Juvenil; Jovenes,Torneo Abierto,23/05/2013,26/05/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso de Salto Chequeo Campeonato Centroamericano-Gira de Occidente,Torneo Abierto,24/05/2013,26/05/2013,COLOMBIA,Rionegro , Antioquia,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Nacional de Salto,Torneo Abierto,07/06/2013,10/06/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
CEI 1 y 2 Enduro,Torneo Abierto,09/06/2013,09/06/2013,COLOMBIA,Boyacá,Boyacá,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Clinica de Prueba Completa,Evento de Preparacion Deportiva,11/06/2013,16/06/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Nacional Combinado y Concurso Completo Nacional,Torneo Abierto,14/06/2013,16/06/2013,COLOMBIA,Sopo , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
FEI World Jumping Challenge Final,Torneo Abierto,19/06/2013,23/06/2013,COLOMBIA,Cajica , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Clinica para jinetes y entrenadores de Paraecuestres (adiestramiento),Evento de Preparacion Deportiva,19/06/2013,29/06/2013,COLOMBIA,La Calera , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Clinica para Jinetes de Adiestramiento,Evento de Preparacion Deportiva,20/06/2013,23/06/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
FEI Children Jumping Classic y Concurso Interligas de Salto Copa Gob.de Cun I,Torneo Abierto,20/06/2013,23/06/2013,COLOMBIA,Funza , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Interligas de Adiestramiento Segundo Chequeo Bolivarianos,Torneo Abierto,22/06/2013,23/06/2013,COLOMBIA,Bogotá D.C. , Bogotá D.C.,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Interligas de Salto Copa Gob. de Cund II,Torneo Abierto,28/06/2013,01/07/2013,COLOMBIA,Cota , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Nacional de Salto Copa Gob. de Cund III,Torneo Abierto,04/07/2013,07/07/2013,COLOMBIA,Cajica , Cundinamarca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
Concurso Nacional de Adiestramiento Chequeo Juegos Bolivarianos,Torneo Abierto,05/07/2013,07/07/2013,COLOMBIA,Cali , Valle del Cauca,FEDERACIÓN ECUESTRE DE COLOMBIA,,,,
